project_id,Project Name,Voluntary Registry,Voluntary Status,Scope,Type,Reduction / Removal,Methodology / Protocol,Region,Documents,Country,State,Project Site Location,Project Developer,Total Credits Issued,Total Credits Retired,Total Credits Remaining,CCB / Certifications,Project Owner,Offset Project Operator,Authorized Project Designee,Verifier,Registry / ARB,Project Listed,Project Registered,Project Type,Registry Documents,Project Website,Project Images,10% of Total Credits Issued
GS7566,"GS5658 VPA 14: Water is Life, Madagascar",GOLD,Gold Standard Certified Project,Household & Community,Clean Water,Reduction,GS TPDDTEC v3.1,Sub Saharan Africa,,Madagascar,,,Carbonsink (Carbonsink Group S.r.l.),19531,"6,618",12913,,,,,,GOLD,,,Wind,https://platform.sustain-cert.com/public-project/1847,https://registry.goldstandard.org/projects/details/2110,https://eurid.eu/media/filer_public_thumbnails/filer_public/cd/2b/cd2b119a-ba4e-4729-952f-9962f4a07a94/waterislife.png__600x315_crop_subsampling-2.png,1953.1000000000001
GS7567,"GS5658 VPA 13: Water is Life, Madagascar",GOLD,Gold Standard Certified Project,Household & Community,Clean Water,Reduction,GS TPDDTEC v3.1,Sub Saharan Africa,,Madagascar,,,Carbonsink (Carbonsink Group S.r.l.),8372,"1,781",6591,,,,,,GOLD,,,"Small, Low - Impact Hydro",https://platform.sustain-cert.com/public-project/1846,https://registry.goldstandard.org/projects/details/2111,https://eurid.eu/media/filer_public_thumbnails/filer_public/cd/2b/cd2b119a-ba4e-4729-952f-9962f4a07a94/waterislife.png__600x315_crop_subsampling-2.png,837.2
GS7572,120 MW Solar PV Plant by Juniper Green Sigma Private Ltd. in Gujarat,GOLD,Gold Standard Certified Project,Renewable Energy,Solar - Centralized,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,South Asia,,India,,,Infinite Environmental Solutions LLP,294765,"41,812",252953,,,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/1851,https://registry.goldstandard.org/projects/details/2153,https://cdn.shopify.com/s/files/1/0356/1596/5319/files/GS7726-Picture2_250x250@2x.jpg?v=1704804560,29476.5
GS7574,Toliara PV Plant,GOLD,Gold Standard Certified Project,Renewable Energy,Solar - Centralized,Reduction,AMS-I.D. Grid connected renewable electricity generation,Sub Saharan Africa,,Madagascar,,,atmosfair gGmbH,3300,0,3300,,,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/1806,https://registry.goldstandard.org/projects/details/2157,https://www.zutari.com/wp-content/uploads/2020/06/PR-106_4.png,330.0
GS7576,Household biogas plants in rural parts of North East India,GOLD,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,South Asia,,India,,,Value Network Venture Advisory Services Pte. Ltd.,92714,"83,259",9455,,,Value Network Venture Advisory Services Pte. Ltd.,,,GOLD,,,Biogas - Heat,https://platform.sustain-cert.com/public-project/1862,https://registry.goldstandard.org/projects/details/2170,https://carbonsink.it/wp-content/uploads/2023/09/1683875884_2536_Smart_biogas_system_for_farmers_and_communities_2_min-scaled.jpg,9271.4
GS7587,Household and commercial biogas plants in Kenya,GOLD,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,GS TPDDTEC v3.1,Sub Saharan Africa,,Kenya,,,South Pole Carbon Asset Management Ltd.,6033,"3,079",2954,,,,,,GOLD,,,Biogas - Heat,https://platform.sustain-cert.com/public-project/1874,https://registry.goldstandard.org/projects/details/2198,https://carbonsink.it/wp-content/uploads/2023/09/1683875884_2536_Smart_biogas_system_for_farmers_and_communities_2_min-scaled.jpg,603.3000000000001
GS7592,GS7591 VPA 7 Northern Uganda Safe Water Project,GOLD,Gold Standard Certified Project,Household & Community,Clean Water,Reduction,GS TPDDTEC v3.1,Sub Saharan Africa,,Uganda,,,CO2balance UK ltd,76868,"42,550",34318,,,,,,GOLD,,,Biogas - Heat,https://platform.sustain-cert.com/public-project/1854,https://registry.goldstandard.org/projects/details/2207,https://www.billion-air.org/wp-content/uploads/formidable/23/uganda-borehole.jpg,7686.8
GS7593,GS7591 VPA 8 Northern Uganda Safe Water Project,GOLD,Gold Standard Certified Project,Household & Community,Clean Water,Reduction,GS TPDDTEC v3.1,Sub Saharan Africa,,Uganda,,,CO2balance UK ltd,49076,"4,977",44099,,,,,,GOLD,,,Biogas - Heat,https://platform.sustain-cert.com/public-project/1855,https://registry.goldstandard.org/projects/details/2208,https://www.billion-air.org/wp-content/uploads/formidable/23/uganda-borehole.jpg,4907.6
GS7594,GS7591 VPA 9 Northern Uganda Safe Water Project,GOLD,Gold Standard Certified Project,Household & Community,Clean Water,Reduction,GS TPDDTEC v3.1,Sub Saharan Africa,,Uganda,,,CO2balance UK ltd,11580,"8,414",3166,,,,,,GOLD,,,Biogas - Heat,https://platform.sustain-cert.com/public-project/1856,https://registry.goldstandard.org/projects/details/2209,https://www.billion-air.org/wp-content/uploads/formidable/23/uganda-borehole.jpg,1158.0
GS7602,Solar Water Heater Program in India- â€œCPA-7â€,GOLD,Gold Standard Certified Project,Renewable Energy,Solar Water Heaters,Reduction,AMS-I.C. Thermal energy production with or without electricity,South Asia,,India,,,Nuetech Solar Systems Private Limited,18080,0,18080,,,,,,GOLD,,,Solar Thermal - Electricity,https://platform.sustain-cert.com/public-project/1859,https://registry.goldstandard.org/projects/details/2218,https://offset.climateneutralnow.org/images/thumbs/0000191_solar-water-heater-program-in-india.jpeg,1808.0
GS7604,Houji Solar Cooker Project,GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,AMS-I.C. Thermal energy production with or without electricity,East Asia,,China,,,"Sirreon Technology & Development (Beijing) Co.,Ltd",325608,"85,221",240387,,,"Sirreon Technology & Development (Beijing) Co.,Ltd",,,GOLD,,,Wind,https://platform.sustain-cert.com/public-project/1889,https://registry.goldstandard.org/projects/details/2229,https://www.climateimpact.com/media/filer_public/f8/7d/f87d0f68-f0ae-48f8-b529-4f64b24175df/danjiang-river-china_using-solar-cooker_reduced.jpg,32560.800000000003
GS7605,Shifosi Solar Cooker Project,GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,AMS-I.C. Thermal energy production with or without electricity,East Asia,,China,,,"Sirreon Technology & Development (Beijing) Co.,Ltd",318096,"21,261",296835,,,"Sirreon Technology & Development (Beijing) Co.,Ltd",,,GOLD,,,Other,https://platform.sustain-cert.com/public-project/1888,https://registry.goldstandard.org/projects/details/2230,https://www.climateimpact.com/media/filer_public/3a/f6/3af65c76-945b-4315-b80d-975e7cf6582c/danjian-river-china-_solar-cooker-and-pot_reduced.jpg,31809.600000000002
GS7606,Zaoyuan Solar Cooker Project,GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,AMS-I.C. Thermal energy production with or without electricity,East Asia,,China,,,"Sirreon Technology & Development (Beijing) Co.,Ltd",324820,"53,412",271408,,,"Sirreon Technology & Development (Beijing) Co.,Ltd",,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/1890,https://registry.goldstandard.org/projects/details/2231,https://allcottrading.com/wp-content/uploads/2023/04/4-1.jpg,32482.0
GS7614,Wind based power project in Maharashtra by Siddhayu Ayurvedic Research Foundation Pvt. Ltd.,GOLD,Gold Standard Certified Design,Renewable Energy,Wind,Reduction,AMS-I.D. Grid connected renewable electricity generation,South Asia,,India,,,Infinite Environmental Solutions LLP,45213,0,45213,,,,,,GOLD,,,Wind,https://platform.sustain-cert.com/public-project/1900,https://registry.goldstandard.org/projects/details/2253,https://www.mahaurja.com/meda/sites/default/files/styles/600_x_250/public/2016-12/WF-2.jpg?itok=GC-K0QsZ,4521.3
GS7615,MRMPL Wind Power Project.,GOLD,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,South Asia,,India,,,Infinite Environmental Solutions LLP,35268,"11,398",23870,,,,,,GOLD,,,Wind,https://platform.sustain-cert.com/public-project/1901,https://registry.goldstandard.org/projects/details/2254,https://offset.climateneutralnow.org/images/thumbs/0000455_mrmpl-wind-power-project.jpeg,3526.8
GS7620,"50.6 MW Wind Power Project at Umrali, Gujarat by Powerica Limited",GOLD,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,South Asia,,India,,,EKI Energy Services Limited,133982,"1,382",132600,,,,,,GOLD,,,Wind,https://platform.sustain-cert.com/public-project/1905,https://registry.goldstandard.org/projects/details/2261,https://ceezer-public-assets.s3.eu-central-1.amazonaws.com/project_type_sample_images/Renewable+energy/nicholas-doherty-pONBhDyOFoM-unsplash-min.jpg,13398.2
GS7628,"Wind farm at Lalpur, Gujarat",GOLD,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,South Asia,,India,,,Orange Renewable Power Pvt Ltd,228537,"1,330",227207,,,,,,GOLD,,,Wind,https://platform.sustain-cert.com/public-project/1928,https://registry.goldstandard.org/projects/details/2317,https://offset.climateneutralnow.org/images/thumbs/0000264_lalpur-wind-farm-in-gujarat.jpeg,22853.7
GS7629,"Wind power project in Madhya Pradesh (2), India",GOLD,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,South Asia,,India,,,Orange Renewable Power Pvt Ltd,180803,"1,057",179746,,,,,,GOLD,,,Wind,https://platform.sustain-cert.com/public-project/1929,https://registry.goldstandard.org/projects/details/2318,"https://img.etimg.com/thumb/width-1200,height-1200,imgsize-65506,resizemode-75,msid-94300522/industry/renewables/adani-green-commissions-325-mw-wind-power-project-in-madhya-pradesh.jpg",18080.3
GS7630,Wind energy project by KWEPL - 1,GOLD,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,South Asia,,India,,,Orange Renewable Power Pvt Ltd,163511,950,162561,,,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/1931,https://registry.goldstandard.org/projects/details/2319,https://ghanainvestments.org/wp-content/uploads/2023/11/Renewable-Wind-Energy-Projects-in-Ghana.jpg,16351.1
GS7631,Wind project by LWEPL-2,GOLD,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,South Asia,,India,,,Orange Renewable Power Pvt Ltd,103497,0,103497,,,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/1932,https://registry.goldstandard.org/projects/details/2320,https://www.liherald.com/uploads/original/20240111-113931-20231019-111354-LH%20Equinor%2010-19.jpg,10349.7
GS7632,Wind power project in Gujarat by Kaze Energy Limited,GOLD,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,South Asia,,India,,,Orange Renewable Power Pvt Ltd,169942,"1,250",168692,,,,,,GOLD,,,Energy Efficiency - Commercial Sector,https://platform.sustain-cert.com/public-project/1933,https://registry.goldstandard.org/projects/details/2321,https://deshgujarat.com/wp-content/uploads/2022/08/renewable-energy-gujarat.jpg,16994.2
GS7633,"Wind power project in Ratlam, MP",GOLD,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,South Asia,,India,,,Orange Renewable Power Pvt Ltd,227115,"1,669",225446,,,,,,GOLD,,,Biogas - Heat,https://platform.sustain-cert.com/public-project/1934,https://registry.goldstandard.org/projects/details/2322,https://continuumenergy.in/uploads/project_image/167523700032.jpg,22711.5
GS7637,GS7591 VPA 17 Central Mozambique Safe Water Programme,GOLD,Gold Standard Certified Project,Household & Community,Clean Water,Reduction,GS TPDDTEC v3.1,Sub Saharan Africa,,Mozambique,,,CO2balance UK ltd,89155,"23,118",66037,,,,,,GOLD,,,Solar Thermal - Electricity,https://platform.sustain-cert.com/public-project/1909,https://registry.goldstandard.org/projects/details/2331,https://marketplace.goldstandard.org/cdn/shop/products/GS7639-Mozmabique-water-project_1web.jpg?v=1675339742,8915.5
GS7638,GS7591 VPA 18 Central Mozambique Safe Water Programme,GOLD,Gold Standard Certified Project,Household & Community,Clean Water,Reduction,GS TPDDTEC v3.1,Sub Saharan Africa,,Mozambique,,,CO2balance UK ltd,87447,"27,718",59729,,,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/1910,https://registry.goldstandard.org/projects/details/2332,https://marketplace.goldstandard.org/cdn/shop/products/GS7639-Mozmabique-water-project_1web.jpg?v=1675339743,8744.7
GS7639,GS7591 VPA 19 Central Mozambique Safe Water Programme,GOLD,Gold Standard Certified Project,Household & Community,Clean Water,Reduction,GS TPDDTEC v3.1,Sub Saharan Africa,,Mozambique,,,CO2balance UK ltd,80764,"4,455",76309,,,,,,GOLD,,,"Small, Low - Impact Hydro",https://platform.sustain-cert.com/public-project/1911,https://registry.goldstandard.org/projects/details/2333,https://marketplace.goldstandard.org/cdn/shop/products/GS7639-Mozmabique-water-project_1web.jpg?v=1675339744,8076.400000000001
GS764,"Bolu Landfill Gas to Energy Project, Turkey",GOLD,Gold Standard Certified Project,Waste Management,Landfill Methane,Reduction,AMS-III.G. Landfill methane recovery,Middle East,,Turkey,,,CEV Enerji retim Sanayi ve Ticaret Limited _irket,86339,"11,214",75125,,CEV Enerji retim Sanayi ve Ticaret Limited _irket,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/1281,https://registry.goldstandard.org/projects/details/1179,https://www.intercon-tr.com/wp-content/uploads/2022/11/slide-1-1-1665672193.jpg,8633.9
GS7640,GS7591 VPA 20 Central Mozambique Safe Water Programme,GOLD,Gold Standard Certified Project,Household & Community,Clean Water,Reduction,GS TPDDTEC v3.1,Sub Saharan Africa,,Mozambique,,,CO2balance UK ltd,69412,100,69312,,,,,,GOLD,,,Wind,https://platform.sustain-cert.com/public-project/1912,https://registry.goldstandard.org/projects/details/2334,https://marketplace.goldstandard.org/cdn/shop/products/GS7639-Mozmabique-water-project_3web.jpg?v=1675339740,6941.200000000001
GS7641,GS7591 VPA 21 Central Mozambique Safe Water Programme,GOLD,Gold Standard Certified Project,Household & Community,Clean Water,Reduction,GS TPDDTEC v3.1,Sub Saharan Africa,,Mozambique,,,CO2balance UK ltd,62431,"35,111",27320,,,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/1913,https://registry.goldstandard.org/projects/details/2335,https://marketplace.goldstandard.org/cdn/shop/products/GS7639-Mozmabique-water-project_3web.jpg?v=1675339741,6243.1
GS7642,GS7591 VPA 22 Central Mozambique Safe Water Programme,GOLD,Gold Standard Certified Project,Household & Community,Clean Water,Reduction,GS TPDDTEC v3.1,Sub Saharan Africa,,Mozambique,,,CO2balance UK ltd,52887,0,52887,,,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/1914,https://registry.goldstandard.org/projects/details/2336,https://marketplace.goldstandard.org/cdn/shop/products/GS7639-Mozmabique-water-project_1web.jpg?v=1675339742,5288.700000000001
GS7643,GS7591 VPA 23 Central Mozambique Safe Water Programme,GOLD,Gold Standard Certified Project,Household & Community,Clean Water,Reduction,GS TPDDTEC v3.1,Sub Saharan Africa,,Mozambique,,,CO2balance UK ltd,49461,0,49461,,,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/1915,https://registry.goldstandard.org/projects/details/2337,https://marketplace.goldstandard.org/cdn/shop/products/GS7639-Mozmabique-water-project_1web.jpg?v=1675339743,4946.1
GS7644,GS7591 VPA 24 Central Mozambique Safe Water Programme,GOLD,Gold Standard Certified Project,Household & Community,Clean Water,Reduction,GS TPDDTEC v3.1,Sub Saharan Africa,,Mozambique,,,CO2balance UK ltd,22900,"6,291",16609,,,,,,GOLD,,,"Small, Low - Impact Hydro",https://platform.sustain-cert.com/public-project/1916,https://registry.goldstandard.org/projects/details/2338,https://marketplace.goldstandard.org/cdn/shop/products/GS7639-Mozmabique-water-project_1web.jpg?v=1675339744,2290.0
GS765,BK Energia Itacoatiara Project,GOLD,Gold Standard Certified Project,Renewable Energy,Biomass,Reduction,AMS-I.D. Grid connected renewable electricity generation,South America,,Brazil,,,myclimate Foundation,472891,0,472891,,myclimate Foundation,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/1282,https://registry.goldstandard.org/projects/details/1181,https://www.capitalfm.co.ke/business/files/2024/02/20231013dfb95f7982124b5e9ed0cb6f9c0fc069_XxjwshE007096_20231013_CBMFN0A003-e1709193417451.jpg,47289.100000000006
GS7671,GS1247 VPA 219 Central and Western Uganda Safe Water Project,GOLD,Gold Standard Certified Project,Household & Community,Clean Water,Reduction,GS TPDDTEC v 1.,Sub Saharan Africa,,Uganda,,,CO2balance UK ltd,12024,"3,188",8836,,,,,,GOLD,,,Wind,https://platform.sustain-cert.com/public-project/1831,https://registry.goldstandard.org/projects/details/2369,https://www.lshtm.ac.uk/sites/default/files/styles/event_main/public/SCIF%20.jpg?itok=i8QN8764,1202.4
GS7672,GS1247 VPA 220 Central and Western Uganda Safe Water Project,GOLD,Gold Standard Certified Project,Household & Community,Clean Water,Reduction,GS TPDDTEC v 1.,Sub Saharan Africa,,Uganda,,,CO2balance UK ltd,8695,"1,226",7469,,,,,,GOLD,,,Wind,https://platform.sustain-cert.com/public-project/1832,https://registry.goldstandard.org/projects/details/2370,https://www.lshtm.ac.uk/sites/default/files/styles/event_main/public/SCIF%20.jpg?itok=i8QN8764,869.5
GS768,Biogas CDM Project of Bagepalli Coolie Sangha,GOLD,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,AMS-I.C. Thermal energy production with or without electricity,South Asia,,India,,,Bagepalli Coolie Sangha (BCS),194690,"12,853",181837,,Bagepalli Coolie Sangha (BCS),,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/1283,https://registry.goldstandard.org/projects/details/1182,https://www.adats.com/img/cdm/biogas1.jpg,19469.0
GS7687,GS7591 VPA 32 Zambian Central Province Safe Water,GOLD,Gold Standard Certified Project,Household & Community,Clean Water,Reduction,GS TPDDTEC v3.1,Sub Saharan Africa,,Zambia,,,CO2balance UK ltd,58058,0,58058,,,,,,GOLD,,,"Biomass, or Liquid Biofuel - Heat",https://platform.sustain-cert.com/public-project/2004,https://registry.goldstandard.org/projects/details/2533,https://www.co2balance.com/wp-content/uploads/2024/02/image00010-1-scaled.jpeg,5805.8
GS7688,GS7591 VPA 33 Zambian Central Province Safe Water,GOLD,Gold Standard Certified Project,Household & Community,Clean Water,Reduction,GS TPDDTEC v3.1,Sub Saharan Africa,,Zambia,,,CO2balance UK ltd,33988,0,33988,,,,,,GOLD,,,Solar Thermal - Heat,https://platform.sustain-cert.com/public-project/2005,https://registry.goldstandard.org/projects/details/2532,https://www.co2balance.com/wp-content/uploads/2024/02/image00010-1-scaled.jpeg,3398.8
GS7689,GS7591 VPA 34 Zambian Central Province Safe Water,GOLD,Gold Standard Certified Project,Household & Community,Clean Water,Reduction,GS TPDDTEC v3.1,Sub Saharan Africa,,Zambia,,,CO2balance UK ltd,6990,0,6990,,,,,,GOLD,,,Solar Thermal - Heat,https://platform.sustain-cert.com/public-project/2007,https://registry.goldstandard.org/projects/details/2534,https://www.co2balance.com/wp-content/uploads/2024/02/image00010-1-scaled.jpeg,699.0
GS769,"Stoves for Life: Energy Efficient Cook Stoves Project in Kakamega, Kenya",GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS TPDDTEC v 1.,Sub Saharan Africa,,Kenya,,,myclimate Foundation,1391283,"1,140,507",250776,,myclimate Foundation,,,,GOLD,,,Energy Efficiency - Public Sector,https://platform.sustain-cert.com/public-project/1284,https://registry.goldstandard.org/projects/details/1185,https://marketplace.goldstandard.org/cdn/shop/files/117981603_kenya_jikokoa_user_3_9ed677e9-99f0-4baf-b1fd-e492ec8e0959.jpg?v=1692371305,139128.30000000002
GS7724,180 MW Renewable Energy Project by Greenko Group,GOLD,Gold Standard Certified Project,Renewable Energy,Solar - Centralized,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,South Asia,,India,,,Orange Renewable Power Pvt Ltd,299414,"154,617",144797,,,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/2010,https://registry.goldstandard.org/projects/details/2569,https://www.worldconstructiontoday.com/wp-content/uploads/news/15845/solar-energy.jpg,29941.4
GS7726,"300 MW Solar PV Plant at Bhadla, Rajasthan",GOLD,Gold Standard Certified Project,Renewable Energy,Solar - Centralized,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,South Asia,,India,,,Infinite Environmental Solutions LLP,1078700,"517,636",561064,,,,,,GOLD,,,Solar Thermal - Electricity,https://platform.sustain-cert.com/public-project/1999,https://registry.goldstandard.org/projects/details/2571,https://marketplace.goldstandard.org/cdn/shop/files/GS7726-Picture2.jpg?v=1704804560,107870.0
GS7737,Parque de los Llanos umbrella project,GOLD,Gold Standard Certified Project,Renewable Energy,Solar - Centralized,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,South America,,Argentina,,,Empresa Federal de Energia S.A.,24982,267,24715,,,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/2061,https://registry.goldstandard.org/projects/details/2582,"https://static.wixstatic.com/media/a27d24_6e2b4acb33974bc48dacc71f8ae3ca6d~mv2.jpg/v1/fill/w_640,h_310,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/a27d24_6e2b4acb33974bc48dacc71f8ae3ca6d~mv2.jpg",2498.2000000000003
GS7744,West Huaybong 2 wind farm project,GOLD,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,South East Asia,,Thailand,,,Kosher Climate India Pvt Ltd,158840,"9,871",148969,,,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/2038,https://registry.goldstandard.org/projects/details/2589,https://offsetearth.imgix.net/app/uploads/20220104091339/KR2-MAX_0078_2.jpg-1024x576.jpg?w=704&auto=format,15884.0
GS7745,300 MW Wind Power Project in Gujarat by Alfanar Power,GOLD,Gold Standard Certified Design,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,South Asia,,India,,,Kosher Climate India Pvt Ltd,1125127,0,1125127,,,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/2066,https://registry.goldstandard.org/projects/details/2590,https://i0.wp.com/www.saudigulfprojects.com/wp-content/uploads/2019/01/Wind.jpg?fit=953%2C626&ssl=1,112512.70000000001
GS7754,Tuppadahalli Wind Energy Project,GOLD,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,South Asia,,India,,,Kosher Climate India Pvt Ltd,323794,0,323794,,,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/2041,https://registry.goldstandard.org/projects/details/2598,https://www.power-technology.com/wp-content/uploads/sites/21/2012/08/Image-2-Tuppadahalli-Wind-Farm.jpg,32379.4
GS7760,Clean Electricity Generation by Solar Power Project in Rajasthan,GOLD,Gold Standard Certified Project,Renewable Energy,Solar - Centralized,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,South Asia,,India,,,AZURE POWER INDIA PRIVATE LIMITED,373076,0,373076,,,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/1997,https://registry.goldstandard.org/projects/details/2605,https://www.aiib.org/en/news-events/media-center/blog/2023/_img/_big/AIIB-Blog-Harnessing-Clean-Energy-in-Rajasthan-India_1129x620.jpg,37307.6
GS7762,27 MWp Solar PV Project by MH Technique Solaire India Private Limited,GOLD,Gold Standard Certified Project,Renewable Energy,Solar - Centralized,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,South Asia,,India,,,EKI Energy Services Limited,61482,0,61482,,,,,,GOLD,,,Wind,https://platform.sustain-cert.com/public-project/2006,https://registry.goldstandard.org/projects/details/2607,https://techniquesolaire.com/wp-content/uploads/2021/11/Photo_Centrale_PV_Inde_-_Technique_Solaire.jpg,6148.200000000001
GS778,Blue Fire Bio wastewater treatment and biogas utilization project (300147)_pre-CDM VER,GOLD,Gold Standard Certified Project,Waste Management,Methane Recovery in Wastewater,Reduction,AMS-I.C. Thermal energy production with or without electricity,South East Asia,,Thailand,,,South Pole Carbon Asset Management Ltd.,19332,"14,966",4366,,South Pole Carbon Asset Management Ltd.,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/1290,https://registry.goldstandard.org/projects/details/1191,https://www.goclimate.com/blog/wp-content/uploads/2019/01/SouthPole0084_02-1024x768.jpg,1933.2
GS7783,ECOLIFE Conservation Patsari Improved Cookstove project Monarch Butterfly Biosphere Reserve Mexico,GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS TPDDTEC v3.1,North America,,Mexico,,,ECOLIFE Conservation,20320,"15,001",5319,,,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/1963,https://registry.goldstandard.org/projects/details/2626,https://www.ecolifeconservation.org/wp-content/uploads/patsari-important.jpg,2032.0
GS784,Guangzhou Zhujiang Beer Methane Recovery Project (300068)_pre-CDM VER,GOLD,Gold Standard Certified Project,Waste Management,Methane Recovery in Wastewater,Reduction,AMS-I.D. Grid connected renewable electricity generation,East Asia,,China,,,South Pole Carbon Asset Management Ltd.,17656,"15,013",2643,,South Pole Carbon Asset Management Ltd.,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/1293,https://registry.goldstandard.org/projects/details/1194,https://images.adsttc.com/media/images/6171/9daa/f91c/8116/8100/000c/large_jpg/f.jpg?1634835845,1765.6000000000001
GS813,Solar Cookstoves Project in Bolivia,GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,South America,,Bolivia,,,GoodPlanet,14271,"10,361",3910,,GoodPlanet,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/1304,https://registry.goldstandard.org/projects/details/1206,https://www.encyclopedie-energie.org/wp-content/uploads/2020/04/solar-ccokstoves.jpg,1427.1000000000001
GS814,Solar Cookstoves Project in Peru,GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,,South America,,Peru,,,GoodPlanet,26278,"16,571",9707,,GoodPlanet,,,,GOLD,,,Wind,https://platform.sustain-cert.com/public-project/1305,https://registry.goldstandard.org/projects/details/1207,https://static.wikia.nocookie.net/solarcooking/images/6/6c/BISS_adding_photovoltaic_to_solar_cooker_-_August_2015.jpg/revision/latest?cb=20150901203900,2627.8
GS817,Arakalagudu Biodigester Project II,GOLD,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,GS Baseline and Monitoring Methodology Biodigester v1.,South Asia,,India,,,GoodPlanet,40236,"16,509",23727,,GoodPlanet,,,,GOLD,,,A/R,https://platform.sustain-cert.com/public-project/1307,https://registry.goldstandard.org/projects/details/1158,https://dreamhousebiodigesters.com/wp-content/uploads/2023/08/Biogas-digester-in-Ghana3-.png,4023.6000000000004
GS824,Shimba Hills Improved Cook Stoves,GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS TPDDTEC v 1.,Sub Saharan Africa,,Kenya,,,CO2balance UK ltd,233416,"208,565",24851,,CO2balance UK ltd,,,,GOLD,,,Geothermal,https://platform.sustain-cert.com/public-project/1309,https://registry.goldstandard.org/projects/details/1209,https://vidacarbon.com/wp-content/uploads/2022/05/MEDIA-190115-Picture-Cooking-Stoves_-Sales-Point-ID-7349-2-640x853.jpg,23341.600000000002
